targa,tratta,volte
2970993,20-,1
10,23-,1
5082773,8-9-,1
275441,8-,1
4133850,25-,1
8096155,10-18-,1
878185,1-,1
10149672,4-,1
275476,23-,1
11997509,9-,1
79,16-,1
2583929,19-,1
11997517,10-,1
8778173,23-,1
2147116,13-,1
11997523,2-,1
11997526,5-14-,1
145404,8-,1
640586,20-,1
119,18-,1
11997541,4-,1
11997542,18-,1
133,3-,1
145431,2-,1
11997550,10-,1
3380276,12-4-,1
162,4-,1
3062549,14-,1
559905,18-,1
11997569,14-,1
9338889,18-,1
11997575,10-,1
11997577,2-,1
11997578,8-,1
243,8-,1
145512,2-,1
254,20-,1
257,23-,1
259,2-,1
260,10-,1
11997588,10-,1
275729,4-16-,1
267,4-22-12-,1
11997592,9-,1
640670,16-,1
7637535,12-,1
297,12-,1
145565,16-,1
8382215,25-,1
1810492,18-,1
332,4-,1
336,1-,1
369,14-,1
11997623,1-,1
1146218,1-,1
382,3-,1
11997631,12-,1
3500358,3-,1
560017,9-,1
878527,14-,1
412,9-,1
145692,19-,1
11705637,25-,1
560039,10-,1
11997645,10-,1
446,16-,1
8675540,16-,1
11997654,18-,1
454,9-,1
792416,10-,1
5141941,12-,1
402002,9-,1
6724748,25-,1
481,20-,1
11997677,23-,1
500,10-18-,1
11997682,8-,1
2102835,2-,1
8162835,5-,1
1702037,10-,1
11997688,19-,1
145790,9-9-,1
1810616,9-,1
560128,4-,1
11997697,12-,1
3096435,20-,1
11997707,8-,1
11997709,20-,1
11997717,10-,1
4879065,5-,1
11997722,4-,1
11997726,14-,1
11997730,6-,1
11997733,25-,1
11997739,16-,1
11997748,18-,1
11997754,20-,1
11997761,12-,1
560249,16-,1
11997770,16-,1
11997775,2-,1
2147364,2-,1
11997787,20-,1
11997793,12-,1
11997814,16-,1
11997815,23-,1
705,10-,1
792675,12-,1
981788,8-,1
1746590,23-,1
11997829,9-,1
11997835,24-,1
11997838,5-,1
11997839,23-,1
11997844,14-,1
11997847,1-,1
11997852,25-,1
11997854,6-,1
560368,1-,1
11997857,9-,1
8820601,9-,1
11997872,25-,1
801,5-,1
10241678,8-,1
11997886,19-,1
11131546,7-,1
11997894,23-,1
11997900,5-,1
792831,3-,1
792842,25-,1
709207,9-,1
11997920,5-,1
11997921,12-,1
11997939,16-,1
709260,14-,1
1146831,6-,1
11997950,10-,1
11997952,9-,1
11997953,10-,1
11997954,4-,1
146218,9-,1
641169,8-,1
11997959,8-,1
7968931,19-,1
11997962,4-,1
11997974,10-,1
641189,22-,1
2713807,3-,1
9538803,20-,1
7072037,14-,1
11997988,23-,1
793015,23-,1
11998000,4-,1
1082,18-,1
5083440,2-,1
11998037,14-,1
2190199,10-5-,1
11998046,10-,1
8473573,9-,1
11998048,1-,1
11998049,12-,1
11998055,2-,1
11998056,5-,1
11998060,9-,1
1746983,22-,1
11998078,9-,1
11998080,19-,1
11998084,19-,1
709546,20-,1
9477791,8-,1
1173,18-,1
879360,23-,1
5682030,13-,1
1200,20-,1
11998113,2-,1
3842220,16-,1
11998124,14-,1
1811240,25-,1
879413,20-,1
11998133,16-,1
11998134,12-,1
1646261,9-,1
11998145,8-,1
11998158,2-,1
560846,5-,1
793285,5-,1
2549831,3-,1
982247,5-,1
1273,7-,1
277018,12-,1
402809,9-,1
2027734,23-,1
560897,22-,1
11998180,25-,1
1747149,22-,1
8676183,16-,1
11998203,2-,1
11998214,7-,1
11998217,22-,1
277107,2-,1
277108,4-,1
11998222,3-,1
11998225,13-,1
2872359,4-,1
10098641,3-,1
11998234,4-,1
3994060,14-,1
1232579,16-,1
641539,10-,1
11998257,25-,1
146682,4-,1
11998259,18-,1
402946,13-,1
11998267,6-,1
11998268,3-,1
11998275,18-,1
1450,10-,1
11998287,20-,1
11998291,13-,1
11998312,9-,1
11998329,9-,1
4134971,6-,1
11998332,13-,1
11998340,5-,1
11998345,20-,1
403058,18-,1
11706377,8-,1
3423214,25-,1
11998353,16-,1
8629935,5-,1
793558,2-,1
11998359,8-,1
5763956,8-,1
11998374,25-,1
11998375,2-,1
11998379,23-,1
561172,16-,1
11998389,9-,1
8821162,12-,1
10914582,11-,1
11998408,13-,1
2907446,19-,1
277431,19-,1
1147550,14-,1
1147551,10-,1
9204155,14-,1
11998413,5-,1
403139,23-14-,1
641690,25-,1
709992,19-,1
11998421,14-,1
11998422,18-,1
11998423,9-,1
11998433,4-,1
1466382,5-,1
11998440,5-,1
6694548,20-,1
11998456,23-,1
11998465,4-,1
11998466,20-,1
879952,20-,1
5254385,25-,1
982621,19-20-,1
2415884,2-,1
11998471,5-,1
11998474,23-,1
879984,18-,1
11998479,7-,1
641775,16-,1
8163195,1-,1
11998488,16-,1
5924458,19-,1
11998493,9-,1
11998494,6-,1
11998499,25-,1
3603443,4-,1
11998504,8-,1
11998505,7-,1
3915599,24-,1
8214433,9-,1
2585240,12-,1
880044,16-,1
4272953,3-,1
11998530,9-,1
8474027,18-,1
277679,16-,1
11998545,16-,1
3169787,5-,1
11998560,6-,1
11998564,18-,1
11225077,4-,1
11998572,16-,1
11998577,13-,1
11998579,19-,1
3360983,23-,1
11998588,5-,1
11998591,16-,1
11998601,23-,1
1747694,12-,1
11998609,9-,1
1914906,10-,1
2972296,24-,1
8530036,4-,1
982810,12-,1
11998632,8-,1
11998644,18-,1
982842,25-,1
11998653,10-20-,1
1917,10-,1
2190723,11-,1
11998665,2-,1
794001,18-,1
11998697,25-,1
794011,13-,1
11998728,23-,1
11998729,5-,1
9122720,5-,1
11998735,22-,1
4364332,1-25-,1
2029,13-,1
1646969,4-,1
11998761,20-,1
7576553,20-,1
11998817,4-,1
11998819,20-,1
11998839,22-,1
8530138,16-,1
11998866,25-,1
1748048,10-,1
11998880,23-,1
11998883,13-,1
1466894,2-,1
278230,2-,1
11998884,25-,1
11998886,2-,1
11666475,19-,1
8873574,23-,1
11998893,23-,1
2190916,8-,1
11998903,19-,1
11998905,23-,1
11998913,5-,1
11998917,8-,1
11998929,20-,1
11998940,19-,1
11998946,9-,1
11998949,18-,1
11998954,5-,1
6029921,5-,1
1148329,14-,1
1148332,13-,1
11998975,11-,1
6144219,9-,1
2321,16-,1
11998980,8-,1
4970531,23-20-,1
278405,25-,1
11861398,3-,1
6911934,13-,1
6694970,2-,1
11998990,12-,1
8269462,25-,1
11998995,1-,1
561866,18-,1
710726,11-,1
147665,10-,1
710739,4-,1
11999011,25-,1
147683,9-,1
11999013,24-,1
11999015,24-,1
1812227,2-,1
2414,9-,1
2416,1-,1
2028815,7-,1
5840980,6-,1
3254165,4-,1
147727,12-,1
11999037,14-,1
10627703,10-,1
11999045,8-,1
561960,2-,1
10306273,13-,1
11999055,8-,1
880854,20-2-,1
278613,25-,1
11666634,18-,1
1382741,1-,1
