targa,tratta,volte
6633075,8-,1
8963819,25-,1
2500714,3-,1
145326,10-,1
8162704,4-16-,1
8963834,22-,1
39,18-,1
559824,18-,1
2189691,7-,1
4695722,16-,1
145375,19-,1
401668,1-,1
4924137,13-8-,1
275523,20-,1
2264791,1-,1
145399,12-,1
275545,8-,1
8963856,18-,1
118,23-,1
8628952,3-,1
640602,16-,1
559881,12-,1
275589,18-,1
8096220,23-,1
3745398,14-16-20-,1
4209252,17-,1
8963881,6-,1
1810406,14-,1
559909,11-,1
2189737,4-,1
401770,1-22-,1
209,20-,1
8963895,23-,1
8963900,18-,1
145504,1-,1
145505,22-,1
239,16-3-10-,1
240,6-,1
145508,20-,1
145510,10-,1
247,3-6-18-10-23-20-12-10-13-10-,1
401802,25-,1
8963907,18-,1
145521,18-,1
257,13-3-3-18-19-5-3-20-5-12-22-4-18-12-10-14-22-4-1-16-10-25-3-14-18-11-8-19-23-10-20-25-11-23-20-22-22-18-13-3-12-1-,1
145524,19-16-,1
259,5-20-18-23-,1
145525,12-,1
260,25-,1
5762933,5-,1
275730,13-5-,1
267,13-18-1-5-23-24-12-1-25-23-20-18-16-13-4-17-16-13-16-10-13-14-10-20-5-12-16-20-12-13-3-,1
8963911,11-,1
8963917,10-,1
145549,13-,1
8963920,14-,1
275761,1-,1
401833,13-13-8-10-,1
297,16-,1
8963932,23-,1
878441,18-,1
792260,16-,1
306,5-,1
8963937,8-,1
8963940,18-,1
145578,7-,1
322,5-18-16-,1
145580,5-18-,1
324,1-,1
8963946,8-,1
8735738,25-,1
401855,14-,1
332,5-,1
145608,24-,1
145609,4-16-25-25-23-14-18-14-,1
145610,12-,1
145616,4-12-,1
145618,25-,1
345,10-,1
145621,8-,1
145631,25-16-11-,1
145632,25-23-3-,1
369,11-,1
878483,25-,1
145638,23-20-20-,1
8963964,18-,1
382,10-12-16-,1
8963965,12-,1
396,13-,1
708679,5-,1
8963969,10-,1
8963973,25-,1
8963980,10-,1
8963985,19-,1
8963990,3-,1
8963992,10-,1
145717,1-,1
275968,13-,1
8964005,12-,1
275992,4-,1
8629139,13-,1
493,4-,1
500,18-10-10-16-8-,1
8964017,10-,1
560112,5-,1
8964019,3-,1
560129,5-,1
8964044,25-,1
640866,8-,1
981664,11-,1
8268544,16-,1
402155,8-,1
1645757,5-,1
8964102,14-,1
8964108,25-,1
560298,8-,1
8964129,19-,1
6761987,5-,1
2364809,14-,1
8964132,23-,1
8964139,8-,1
8964148,14-,1
8964149,16-,1
8964172,12-,1
8964191,24-,1
8964197,17-,1
8964199,18-,1
2679946,1-,1
792786,16-,1
8964207,7-,1
8964211,10-,1
6180061,16-,1
8964224,18-,1
8964225,20-,1
8964234,5-,1
2415200,18-,1
146156,16-,1
4491589,5-,1
981950,13-,1
8964247,8-,1
8964248,25-,1
3841986,13-,1
8964251,7-,1
8964257,4-,1
3369078,18-,1
560517,6-,1
8964271,18-,1
3745792,16-,1
1811014,18-,1
982026,10-,1
982047,25-,1
8964291,10-,1
1525828,23-,1
793018,10-,1
1746861,14-,1
8964300,24-,1
2829937,5-,1
8964315,13-,1
4491684,4-,1
8964320,10-,1
8964322,4-,1
8964326,18-,1
641256,13-,1
8964335,10-,1
8580286,23-,1
8964343,5-,1
8964347,5-,1
2501475,5-,1
8964358,5-,1
5637385,6-,1
8964376,22-,1
1172,5-,1
8964385,11-,1
8964399,23-,1
8964407,23-,1
8964426,20-,1
8964428,17-,1
8964435,24-,1
8872919,18-,1
8964438,6-,1
8964449,5-,1
4969735,22-,1
8964456,12-,1
146545,20-,1
560889,4-12-,1
146547,18-,1
709675,23-,1
1747145,18-,1
8964465,18-,1
3746028,25-,1
5730503,25-,1
8382660,4-16-,1
8964505,13-,1
277128,1-,1
8964512,7-,1
7816530,5-,1
8964517,1-,1
8964518,14-,1
1407,5-,1
8964529,25-,1
402929,25-,1
8964532,7-,1
1049596,20-,1
8964538,13-,1
1436,4-,1
8964546,25-,1
8964547,8-,1
6269077,18-,1
879666,25-,1
1702641,14-,1
1747319,20-,1
8964568,13-,1
7497626,4-,1
8964571,11-,1
8964573,6-,1
8964576,10-,1
8964578,5-,1
8964585,10-,1
8964594,14-,1
2147844,12-,1
8964607,4-,1
1532,3-,1
8964616,8-,1
4635459,14-,1
1147483,18-,1
5302015,7-,1
8964619,1-,1
7167882,18-,1
8964630,5-,1
8964632,1-,1
8964633,23-,1
1382092,23-,1
5994948,25-,1
146845,25-,1
7196560,19-,1
8964640,5-,1
2190517,1-,1
8964646,10-,1
793615,4-,1
1466382,13-,1
8964678,3-,1
8964687,23-18-,1
5477593,20-,1
1646635,16-,1
8097264,14-,1
403219,23-,1
561270,4-19-,1
2633737,25-,1
8964700,8-,1
710077,19-,1
8964702,23-,1
8964719,20-12-,1
2265991,13-,1
8964724,23-18-,1
3746320,23-,1
8964738,4-,1
8964740,19-,1
3202665,24-,1
8964744,25-,1
8964756,10-,1
8964760,16-,1
4135218,25-,1
8964766,14-,1
8964767,5-,1
8269160,25-,1
8269170,22-,1
2585285,20-,1
2585297,18-,1
8964782,16-,1
793856,14-,1
8964788,23-,1
8964789,8-,1
8964794,19-,1
8964796,10-,1
277770,11-,1
147127,18-,1
8964802,14-,1
3223432,4-,1
8964822,3-,1
8964826,3-,1
8329657,16-,1
982819,13-,1
8964839,22-,1
8964851,1-,1
2190688,23-,1
8964853,3-,1
1897,10-,1
8964855,20-,1
561454,16-,1
8964859,7-,1
8964866,18-,1
8964877,23-,1
8964885,10-,1
8964895,14-,1
1466681,14-,1
8964903,22-,1
8964906,20-,1
4635773,3-,1
3134941,5-,1
561561,25-,1
1646962,23-,1
8964944,23-,1
1646979,3-,1
7397242,13-,1
8964967,20-,1
8964976,25-,1
8964982,25-,1
8964996,20-,1
8965007,8-,1
8965018,13-,1
2502339,6-,1
8965023,22-,1
8965026,13-,1
8965037,13-,1
7397301,13-,1
7497984,23-,1
8965045,8-,1
8965048,10-,1
8965049,22-,1
8965050,3-,1
8965053,5-,1
8965069,23-,1
8821664,25-1-,1
8965083,5-,1
8965085,4-,1
8965097,17-,1
8965100,10-,1
8965106,5-,1
8965118,8-,1
8965128,14-,1
8965135,5-,1
8965141,14-,1
6296062,3-,1
8965152,20-,1
8965160,10-12-,1
8965165,13-,1
8919567,4-,1
8965175,25-,1
794373,14-,1
8965188,18-,1
8965193,23-,1
2907983,4-,1
8965197,23-,1
4135766,10-,1
278436,18-,1
2714957,13-,1
8097903,22-,1
2103718,5-,1
278443,8-18-,1
8965216,20-12-,1
1812224,20-1-,1
278500,13-,1
8919615,20-,1
7639163,4-,1
1148453,8-,1
8965252,3-,1
8965260,3-,1
8965261,14-,1
8965270,20-,1
8779334,12-,1
1980271,16-,1
642550,25-,1
8965278,3-,1
1703339,10-,1
8965297,12-,1
6212696,8-5-,1
8965300,6-,1
5191015,23-,1
2552,25-,1
794579,16-,1
278706,10-,1
8965306,18-,1
5841109,16-20-,1
