targa,tratta,volte
10577568,5-,1
10,2-,1
2500715,3-,1
2147075,10-,1
1810309,2-,1
12349753,14-,1
275441,8-,1
12349756,1-,1
10149666,8-,1
1978766,9-,1
708358,18-,1
878204,1-,1
12349767,12-,1
12349768,7-,1
12349769,14-,1
1978774,13-,1
70,13-,1
12349774,1-,1
5355332,5-,1
708411,2-,1
12349781,5-,1
10400988,5-,1
2189711,9-,1
145404,5-,1
401697,11-,1
878272,18-,1
12349791,14-,1
12349792,11-,1
12349794,13-,1
145440,24-,1
12349801,19-,1
4362887,25-,1
145452,10-,1
159,14-,1
275622,7-,1
12349821,9-,1
12349823,5-,1
12349826,9-,1
209,1-,1
640631,6-,1
1146088,18-,1
12349832,14-,1
8213234,4-,1
12349835,12-,1
12349839,23-,1
12230658,18-,1
9899992,5-,1
8213263,2-,1
257,12-,1
259,3-3-,1
878408,9-,1
5082939,23-,1
265,12-,1
267,20-,1
3380340,4-,1
878426,18-,1
3380345,9-,1
12349863,25-,1
12349864,25-,1
12349865,20-,1
275782,24-,1
305,4-18-,1
332,25-,1
12349877,22-,1
356,25-,1
2632688,10-,1
12349880,4-,1
2906643,19-,1
145632,10-,1
12349882,9-,1
145638,9-13-10-,1
5839118,24-,1
12349890,10-,1
708689,6-,1
12349903,9-,1
145679,25-,1
1465397,18-,1
415,25-,1
792356,3-,1
12349907,7-,1
2500909,25-,1
708701,18-,1
792362,20-,1
11705639,16-,1
12349914,14-,1
145703,4-,1
12349921,18-,1
12349924,10-,1
12349925,19-,1
12349928,16-,1
1146310,2-,1
12349934,23-,1
708750,12-,1
493,1-,1
12349963,10-,1
500,10-18-4-,1
640796,10-,1
12349966,4-,1
402063,10-,1
640819,18-,1
402067,20-,1
5083056,4-,1
276036,10-,1
530,5-,1
708824,24-,1
543,25-,1
708833,20-,1
276063,10-,1
402099,20-,1
12349990,12-,1
12350001,10-,1
12350005,5-,1
12350006,18-,1
12350009,20-,1
12350011,10-,1
878723,4-,1
12350019,1-,1
12350030,10-,1
2026999,20-,1
12350034,1-,1
792566,10-,1
640935,3-,1
12350063,4-,1
878819,10-,1
12350080,4-,1
12350083,10-,1
12350092,13-,1
12350097,16-,1
6882345,16-,1
12350116,6-,1
12350120,5-,1
12350130,16-,1
12350135,25-,1
12350138,22-,1
12350139,22-,1
12350144,20-,1
12350156,23-,1
1746645,10-,1
878963,4-,1
12350173,22-,1
12350175,20-,1
12350179,8-,1
836,16-,1
6819437,2-,1
12350202,16-,1
12350210,6-,1
1146758,8-,1
7426458,9-,1
12350228,20-,1
12350231,23-,1
981928,16-,1
12350236,10-,1
402430,25-,1
12350239,20-,1
641119,12-,1
276547,20-,1
11921234,16-,1
981974,25-,1
4950270,20-,1
12350269,11-,1
12350274,7-,1
11824492,3-,1
5253964,25-,1
982028,4-,1
12350291,14-,1
4134540,10-,1
12350304,22-,1
12350306,5-,1
12271624,4-,1
1146982,16-,1
9414738,4-,1
6143274,9-,1
12350337,2-,1
8213843,10-,1
1082,10-,1
12350346,19-,1
8629600,4-,1
12350358,13-,1
8473573,4-,1
12350370,5-,1
12350376,9-,1
2872176,4-,1
2680069,8-,1
1123,6-,1
146394,2-,1
12350398,10-,1
9686206,8-,1
12350404,24-,1
1164,13-,1
10271110,13-,1
12350427,14-,1
4965376,2-,1
12350437,16-,1
12350444,1-,1
9922642,16-,1
12350448,23-,1
2584742,23-,1
12350450,9-,1
793244,3-,1
12350461,11-,1
3011358,25-,1
9008719,16-,1
12350476,4-,1
12350477,16-,1
12350480,9-,1
12350482,24-,1
12350484,6-,1
982246,16-,1
1273,7-,1
12350491,9-,1
12350493,2-,1
3746029,1-,1
2365300,2-,1
277057,11-,1
12350516,10-,1
12350520,23-,1
6072778,19-,1
709710,18-,1
12350545,14-,1
2365376,12-5-,1
3346416,16-,1
12350554,16-,1
1309467,25-,1
1309468,12-,1
12350556,19-,1
9414963,22-,1
10863272,25-,1
12350567,18-,1
5083698,20-,1
6295776,8-,1
11998249,9-,1
12350573,3-,1
12350581,4-,1
2027852,7-,1
5536942,2-,1
12350588,2-,1
3603247,20-,1
277245,4-,1
403009,2-,1
12350641,12-,1
12350655,9-,1
8580604,3-,1
7909584,23-,1
11573521,5-14-,1
3915479,5-,1
2147853,20-,1
12350664,9-,1
403077,23-13-,1
1557,25-2-,1
277380,22-,1
2714366,23-12-20-,1
12350688,22-,1
12350692,10-,1
10424269,18-,1
1526350,9-8-,1
1610,23-5-,1
1466362,20-,1
2147894,25-,1
8214316,18-,1
793640,11-,1
1309617,14-,1
793641,2-,1
12350726,25-,1
12350734,22-,1
12350736,23-,1
1914698,4-,1
12350741,23-,1
1646613,18-,1
5682455,20-,1
146924,20-,1
12350745,4-,1
12350752,2-,1
12350754,23-,1
1382173,5-,1
12350756,18-,1
12350757,19-,1
2633727,14-,1
146939,18-,1
4492125,19-,1
2501977,20-,1
12091600,24-,1
710047,1-2-,1
12350772,1-,1
2415884,18-,1
1702,19-25-,1
11666069,11-2-,1
12350807,12-,1
1466453,4-,1
12350815,22-,1
7427124,5-,1
12350822,7-,1
3423410,19-,1
12350828,13-,1
1914801,5-,1
1147727,25-20-,1
9686662,14-,1
11824911,20-,1
3915628,18-,1
277692,19-,1
561356,3-,1
4060961,1-,1
12350856,7-,1
7576336,11-,1
5029840,14-,1
1818,9-,1
12350877,14-,1
493512,20-,1
2416033,12-,1
12350885,10-,1
5764241,16-4-,1
12350894,2-,1
12350897,9-,1
3423534,2-,1
12350901,13-,1
1871,25-,1
8329672,3-,1
2148029,14-20-,1
2148030,5-,1
12350914,10-,1
2148036,10-,1
12350929,24-,1
1747757,20-,1
12350935,12-,1
12350938,9-,1
12350939,4-,1
5764309,2-,1
12350945,4-,1
12350954,2-,1
12350955,14-,1
12350961,13-,1
1466660,7-,1
12350967,12-,1
12350970,19-,1
8580976,12-,1
12350980,23-,1
1984,23-,1
642029,3-,1
12351007,24-,1
12351011,23-,1
1147996,12-,1
4135459,10-,1
1646961,25-,1
12351027,6-,1
12351031,8-,1
403593,10-,1
12351045,9-,1
12351046,18-,1
2028477,25-,1
12351052,12-,1
12351059,22-,1
12351097,22-,1
12351098,1-,1
8581106,25-,1
12351104,7-,1
12351110,16-,1
9122820,4-,1
12351123,23-,1
10099178,1-,1
12351131,6-,1
12351137,9-,1
12351139,20-,1
12351147,18-,1
12351162,18-,1
2028617,1-,1
278220,10-,1
147489,20-,1
12351179,9-,1
12351199,23-,1
2463722,5-,1
12351208,13-,1
12351212,19-,1
12351213,2-,1
5887689,10-,1
12351223,16-,1
12351225,5-,1
1980115,20-,1
12351243,7-,1
12351253,9-,1
12351258,16-,1
9977817,12-,1
12351262,19-,1
11666553,5-,1
12351265,2-,1
12351268,16-,1
12351274,18-,1
11618805,22-,1
12351277,9-,1
5840928,2-,1
12351281,19-,1
12351288,16-,1
12351290,2-,1
2028774,4-,1
642406,25-,1
278478,10-,1
403927,4-,1
147685,4-,1
1526970,2-,1
1980177,7-,1
10915012,2-,1
1148436,12-,1
278533,9-,1
710788,5-,1
7639185,12-,1
2320361,2-6-,1
12351355,2-,1
8677192,23-,1
11541917,13-,1
7068398,18-,1
278608,10-,1
9163210,9-,1
1467168,13-,1
2972766,9-5-,1
642533,16-,1
7702803,9-,1
12351363,18-3-,1
2972773,2-,1
147879,8-,1
12351367,14-,1
278683,16-4-,1
12351371,9-,1
12351372,8-,1
12351378,9-,1
11922143,4-,1
12351382,20-,1
12351388,8-,1
10099422,14-4-,1
5191047,3-,1
2103842,25-,1
12351420,1-,1
12351435,25-,1
12351445,20-,1
12317486,18-,1
12323518,25-,1
12351457,2-16-,1
1310274,23-,1
12038000,13-,1
1980404,18-,1
12351469,3-,1
12351470,9-,1
12351471,2-,1
12351478,16-,1
3424203,9-,1
5255109,2-,1
12351500,1-,1
12351502,18-,1
148093,20-,1
404248,4-,1
493708,23-,1
12351520,10-,1
2585898,23-,1
5589682,2-,1
8036179,19-,1
12351524,25-,1
642722,4-,1
12351528,2-,1
12351529,16-,1
12351532,16-,1
12351534,5-,1
12351541,5-,1
278934,4-,1
12351545,5-,1
1467409,9-,1
5962761,14-,1
8677467,19-16-,1
12351548,23-,1
4273611,5-,1
12351551,8-,1
8383667,25-,1
12351563,14-,1
12351564,20-,1
12351588,3-,1
12351593,6-,1
642834,16-,1
5357107,1-,1
12351611,12-,1
12351615,11-,1
2907,9-,1
12351618,18-,1
12351670,10-,1
12351673,12-,1
12351678,25-,1
12351680,23-,1
3995100,6-,1
12351695,23-,1
12351711,12-,1
12351727,24-,1
2873312,4-,1
148421,9-,1
12351730,1-,1
12351737,4-,1
12351742,23-,1
12351758,2-,1
12351780,3-,1
3041,2-,1
12351782,12-,1
12351783,1-,1
12351801,14-,1
148491,9-,1
12351821,5-,1
12351829,12-,1
12351830,25-,1
12351831,9-,1
12351845,12-,1
1149187,23-,1
11242964,16-,1
2230726,19-20-,1
12351880,12-,1
1149234,11-,1
12351888,4-,1
148621,12-,1
148632,9-,1
3204,24-3-,1
3205,7-,1
3207,3-,1
711523,12-,1
148652,22-,1
279460,23-,1
3233,20-,1
148665,20-,1
12351902,9-,1
12351907,14-,1
12351908,19-,1
12351909,11-,1
12351911,23-,1
5807865,4-,1
12351914,23-,1
4575133,7-,1
1310665,11-,1
643137,23-,1
8098820,18-,1
12351926,2-,1
9775845,9-,1
562610,3-,1
3273,23-,1
148703,9-,1
12351942,1-,1
12351943,25-,1
3844039,2-,1
148722,11-,1
3307,12-19-9-,1
404803,11-,1
3502510,11-,1
3326,12-,1
3329,20-25-,1
404823,14-,1
3331,20-,1
3335,18-,1
3337,16-,1
404830,25-,1
148751,20-,1
3346,16-10-5-,1
3347,20-4-,1
404834,5-,1
3351,12-,1
3352,4-,1
3354,2-18-,1
404839,16-,1
3502519,25-,1
3357,25-5-,1
711636,12-,1
148761,16-,1
3363,12-2-7-9-,1
3383,2-,1
3391,20-2-,1
643217,18-,1
3395,25-,1
1149391,9-,1
3435,14-,1
3452,24-,1
3463,18-,1
5143601,20-,1
10740695,18-,1
10604091,9-,1
12351996,5-,1
12352011,23-,1
1980820,14-,1
404954,9-,1
148886,1-,1
148888,18-,1
711754,4-,1
3382917,9-,1
12352037,16-,1
12352047,14-,1
12352054,5-,1
2148893,9-,1
711808,25-,1
12352090,14-,1
405077,10-,1
405078,14-10-,1
12352121,2-,1
12352128,23-,1
12352131,12-,1
3644,9-,1
12352136,6-,1
12352138,20-,1
12352153,20-,1
12352157,9-,1
12352161,2-,1
12352162,2-,1
12352172,10-,1
12352182,9-,1
12352202,12-,1
12352217,16-,1
12352221,4-,1
12352223,23-,1
12352225,12-,1
3747,13-,1
1149733,14-,1
12352234,4-,1
12352243,1-,1
12352246,2-,1
12352252,9-,1
12352257,1-,1
1749516,2-,1
12352265,18-,1
12352271,2-,1
3844420,16-,1
12352279,14-,1
5590481,20-,1
12352294,14-,1
405264,18-,1
2267254,2-,1
12352298,9-,1
12352303,12-,1
12352316,7-,1
795944,25-,1
712143,12-,1
2191979,2-,1
1648491,6-,1
12352354,23-,1
4971692,14-,1
12000101,25-,1
12352363,6-,1
9804355,8-,1
12123988,13-,1
12352376,12-,1
11826215,23-,1
12352377,23-,1
12352383,22-,1
3224060,12-,1
3224061,4-,1
149473,16-,1
12038954,18-,1
8678529,12-,1
12038966,5-,1
1528118,5-,1
1582830,4-,1
8099449,25-,1
12352395,1-,1
4137371,25-,1
12352399,1-,1
1383949,20-,1
12352408,4-,1
5963202,10-,1
11826259,2-,1
8738299,11-,1
1582907,12-,1
1813555,20-,1
12352431,12-,1
12352435,10-,1
1648574,23-,1
3013505,4-,1
12352443,9-,1
3324055,20-,1
12352454,23-,1
12352463,12-,1
12352470,10-,1
12352471,10-,1
12352473,14-,1
12352475,20-,1
12352482,2-,1
8384641,11-,1
7640640,18-,1
563332,2-,1
149753,18-5-,1
12352491,19-,1
712369,4-,1
10425822,1-,1
4137552,8-,1
563358,4-,1
712392,4-,1
12352516,2-,1
1704284,4-,1
6110898,12-,1
796313,2-,1
4137572,22-,1
8631927,16-,1
9416412,25-16-,1
12352528,20-,1
11954813,23-,1
12352532,14-,1
4922844,3-,1
12352539,14-,1
11747825,10-,1
12352547,5-,1
280840,16-,1
8823246,25-4-,1
12352550,10-,1
12352559,22-,1
12352566,10-,1
12352577,9-,1
8738478,16-4-,1
8384936,16-,1
8384958,16-,1
12352598,1-,1
1981342,4-,1
12352605,22-,1
9389721,7-,1
1150272,16-,1
5590890,9-,1
12352646,13-,1
12352656,20-,1
12352657,25-,1
12352660,12-,1
4510,8-,1
12352664,8-,1
12352672,25-,1
12352674,8-,1
12352675,12-,1
12352686,4-,1
7578575,1-,1
12352688,16-,1
984862,2-,1
12352716,19-,1
12352721,20-,1
12352734,20-,1
12352740,25-,1
2504031,9-,1
12352765,19-,1
12352769,23-,1
12352771,22-,1
12352782,22-,1
281242,3-,1
405895,25-,1
1468805,7-,1
12352793,25-,1
8216833,18-,1
7578715,4-,1
7578719,20-,1
12352812,25-,1
7499874,4-,1
9665861,9-,1
1051298,20-,1
1704569,14-,1
12352827,9-,1
3136444,4-,1
1750390,19-,1
2321454,1-,1
12352855,23-,1
281472,1-,1
281475,20-,1
2635789,5-,1
2551194,18-,1
4779,10-,1
12352864,16-,1
3136520,18-,1
12352871,16-,1
7912466,13-,1
4820,20-,1
2367746,5-,1
12352897,18-,1
12352903,18-,1
12352906,24-4-,1
9207068,20-,1
9207069,4-,1
8385561,10-,1
12352912,25-,1
8332113,14-,1
1814125,20-,1
1981719,23-,1
9646572,10-,1
12352917,13-,1
11863519,5-,1
12352924,4-,1
12352927,22-,1
12352930,11-,1
5144631,25-,1
12352933,10-,1
3014131,25-,1
4922,4-,1
8531702,20-,1
10628703,10-,1
12039782,10-,1
12352942,13-,1
12124522,14-,1
12352943,25-,1
12352947,7-,1
12352952,1-,1
9416828,8-,1
12352958,4-,1
281742,22-,1
12352962,10-,1
12352968,11-,1
150772,20-,1
8679482,16-,1
8385821,4-,1
4698493,13-,1
7281291,14-,1
12352989,9-,1
12352992,9-,1
11826783,6-,1
12353003,8-,1
5144774,11-,1
12353011,10-,1
11085311,10-,1
12093368,3-,1
281834,20-,1
12353014,13-,1
564184,9-,1
5050,4-,1
7500381,19-,1
12353027,14-,1
3918769,1-,1
12353034,20-,1
9271799,12-,1
11504638,8-,1
12353037,2-,1
12353043,3-,1
12353049,10-,1
1312107,12-16-,1
12353063,14-,1
11748431,10-23-,1
12353072,9-,1
12353076,14-,1
12124644,12-,1
3918838,20-,1
8679657,20-,1
12353083,8-,1
12353084,23-,1
12353086,19-,1
12353089,8-,1
3324451,2-,1
12353092,13-,1
12353097,3-,1
3065234,5-,1
12353099,22-,1
4369217,16-,1
12353106,18-,1
12353108,18-,1
4369240,1-,1
1312249,20-,1
1529022,12-,1
12353115,22-,1
7641789,16-,1
713421,4-,1
6182637,22-,1
12001005,1-,1
12353129,25-,1
12353130,22-,1
12353137,20-,1
5353,23-,1
2192862,10-,1
564438,18-,1
6146026,4-,1
5362,9-,1
12353148,16-,1
282205,2-,1
1704895,8-,1
985471,23-,1
151196,9-,1
12353152,12-,1
11321318,10-,1
12353153,14-,1
8781398,9-,1
12001038,5-,1
12353166,2-,1
3136860,8-,1
713535,12-,1
12353182,1-,1
11826972,5-,1
8739258,16-,1
3608750,10-,1
